String,Introduced,WHOIS Directory Service,Contacts
.pfizer,2015,https://whois.nic.pfizer/,"Pfizer Inc.;235 East 42nd Street;New York, New York 10017;US;Tel: +1 212 733 2323;nic.pfizer"
.pharmacy,2014,https://whois.nic.pharmacy/,"Carmen Catizone;National Association of Boards of Pharmacy;1600 Feehanville Drive;Mount Prospect, Illinois 60056;US;Tel: +1 847 391 4406;Fax: +1 847 375 1114;Email: info@safe.pharmacy;safe.pharmacy"
.phd,2016,https://whois.nic.phd/,"Charleston Road Registry Inc.;1600 Amphitheatre Parkway;Mountainview, CA 94043;US;Tel: 1 650 253 0000;http://www.registry.google"
.philips,2014,https://whois.nic.philips/,"Koninklijke Philips N.V.;High Tech Campus 5;Eindhoven, Noord-Brabant 5656AE;NL;Tel: +31 40 274 05 52;Fax: +31 40 274 34 89;Email: gtld@philips.com;http://www.nic.philips"
.phone,2016,https://whois.nic.phone/,"Dish DBS Corporation;9601 S. Meridian Boulevard;Englewood, Colorado 80112;US;Tel: (303) 723-1000;Fax: (303) 723-1699;Email: cscngtlds30@cscinfo.com;http://www.dish.com"
.photo,2013,https://whois.nic.photo/,"Uniregistry, Corp.;Uniregistry, Corp.;Governors Square, Unit 3-110, 23 Lime Tree Bay Avenue, PO Box 1361;George Town, Grand Cayman, KY KY1-1108;KY;Tel: 13457496263;http://www.uniregistry.com/"
.photography,2013,http://whois.nic.photography/,"Sugar Glen, LLC;Sugar Glen, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.photos,2013,http://whois.nic.photos/,"Sea Corner, LLC;Sea Corner, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.physio,2014,https://whois.nic.physio/,"Glenn Ruscoe;PhysBiz Pty Ltd;PO Box 316;Floreat, WA 6014;AU;Tel: +61 8 9284 9684;Email: enquiries@registry.physio;http://www.registry.physio"
.piaget,2014,http://whois.nic.piaget/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://nic.piaget"
.pics,2013,https://whois.nic.pics/,"Uniregistry, Corp.;Uniregistry, Corp.;Governors Square, Unit 3-110, 23 Lime Tree Bay Avenue, PO Box 1361;George Town, Grand Cayman, KY KY1-1108;KY;Tel: 13457496263;http://www.uniregistry.com/"
.pictet,2014,http://whois.nic.pictet/,"Riccardo BONFERRONI;Pictet Europe S.A. (Banque Pictet & Cie SA);Route des Acacias 60;Genève, Genève 73 1211;CH;Tel: +41 58 323 23 23;Email: dotpictet@pictet.com;http://www.pictet.com"
.pictures,2014,http://whois.nic.pictures/,"Donuts Inc.;Foggy Sky, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.pid,2015,https://whois.nic.pid/,"Top Level Spectrum, Inc.;1845 West Mercer Way;Mercer Island, Washington 98040;US;Tel: +1 206 8665090;Fax: +1 206 8665090;Email: jay@topspectrum.com;http://www.toplevelspectrum.com"
.pin,2014,https://whois.nic.pin/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactpin@amazon.com;http://www.nic.pin"
.ping,2015,https://whois.nic.ping/,"Ping Registry Provider, Inc.;2201 W. Desert Cove;Phoenix, Arizona 85029;US;Tel: (602) 687-5343;Fax: (602) 687-5028;Email: info@pingregistryprovider.com;http://www.pingregistryprovidercom/"
.pink,2013,https://whois.nic.pink/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.pioneer,2015,https://whois.nic.pioneer/,"Pioneer Corporation;1-1 Shin-ogura, Saiwai-ku;Kawasaki, Kanagawa 212-0031;JP;Tel: +81 3 5521 0107;Fax: +81 3 5521 0117;Email: nakagawa_05@brights.jp;http://pioneer.jp"
.pizza,2014,http://whois.nic.pizza/,"Foggy Moon, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: (424) 254-8537;Fax: (425) 671-0020;Email: info@donuts.email;http://www.donuts.domains"
.place,2014,http://whois.nic.place/,"Snow Galley, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: (424) 254-8537;Fax: (425) 671-0020;Email: info@donuts.email;http://www.donuts.domains"
.play,2015,https://whois.nic.play/,"Charleston Road Registry;Charleston Road Registry Inc.;1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.playstation,2015,https://whois.nic.playstation/,"Sony Computer Entertainment Inc.;1-7-1 Konan;Minato-ku, Tokyo 108-0075;JP;Tel: +81 3 9090 1700;Email: nakagawa_10@brights.jp;http://www.scei.co.jp"
.plumbing,2013,http://whois.nic.plumbing/,"Spring Tigers, LLC;Spring Tigers, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.plus,2015,https://whois.nic.plus/,"Donuts Inc.;Sugar Mill, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.pnc,2015,https://whois.nic.pnc/,"PNC Domain Co., LLC;249 Fifth Avenue;Pittsburgh, Pennsylvania 15222-2707;US;Tel: 01 412 762 2000;Fax: 01 412 768 3178;Email: pncnewgtlds@cscinfo.com;http://www.pnc.com"
.pohl,2014,https://whois.nic.pohl/,"Deutsche Vermögensberatung Aktiengesellschaft DVAG;Münchener Strasse 1;Frankfurt am Main, Hesse 60329;DE;Tel: +49.6923840;Email: mail@dvag-registry.de;http://www.dvag-registry.de"
.poker,2014,https://whois.nic.poker/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.politie,2015,https://whois.nic.politie/,"Peter de Beijer;Politie Nederland;Zeisterweg 1;Odijk, Utrecht 3984;NL;Tel: +31886620000;http://www.politie.nl"
.porn,2014,https://whois.nic.porn/,"ICM Registry;ICM Registry PN LLC;P.O. Box 30129;Palm Beach Gardens, Florida 33420;US;Tel: (877) 809-3182;www.icmregistry.com"
.pramerica,2015,https://whois.nic.pramerica/,"Domain Administrator;Prudential Financial, Inc.;751 Broad St;Newark, New Jersey 07102;US;Tel: 01 973 802 6000;Fax: 01 973 367 7121;Email: inet-admin@prudential.com;http://www.prudential.com/"
.praxi,2013,https://whois.nic.praxi/,"Andrea Delmonte;Praxi S.p.A.;via Pagano 69/A;Milano, MI 20145;IT;Tel: (+39) 0243002;www.praxi.com"
.press,2014,https://whois.nic.press/,"DotPress Inc. (Radix);F/19, BC1, Ras Al Khaimah FTZ, P.O Box # 16113;Ras Al Khaimah, Ras Al Khaimah 16113;AE;Tel: +1 415 449 4774;Email: contact@radixregistry.com;http://www.radixregistry.com"
.prime,2015,https://whois.nic.prime/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactprimetld@amazon.com;http://www.nic.prime"
.pro,2004,http://www.registry.pro/whois/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 353 18541100;Fax: + 353 17918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.prod,2014,https://whois.nic.prod/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: 1 650 253 0000;www.registry.google"
.productions,2013,http://whois.nic.productions/,"Magic Birch, LLC;Magic Birch, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.prof,2014,https://whois.nic.prof/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.progressive,2015,https://whois.nic.progressive/,"Progressive Casualty Insurance Company;6300 Wilson Mills Road;Mayfield Village, Ohio 44143;US;Tel: 01 440 461 5000;Fax: 01 440 446 7168;Email: prognewgtlds@cscinfo.com;http://nic.progressive"
.promo,2014,https://whois.nic.promo,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.properties,2013,http://whois.nic.properties/,"Big Pass, LLC;Big Pass, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.property,2014,https://whois.nic.property/,"Managing Director;Uniregistry, Corp.;3-110 Governors Square1361 GT;Grand Cayman, Grand Cayman KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: fobispo@uniregistry.com;http://www.uniregistry.com"
.protection,2015,https://whois.nic.protection,"Grant Carpenter;XYZ;2121 E. Tropicana Ave., Ste 2;Las Vegas, NV 89119;US;Tel: +1-800-999-8422;Email: hello@gen.xyz;https://xyz.xyz"
.pru,2015,https://whois.nic.pru/,"Domain Administrator;Prudential Financial, Inc.;751 Broad St;Newark, New Jersey 07102;US;Tel: 01 973 802 6000;Fax: 01 973 367 7121;Email: inet-admin@prudential.com;http://www.prudential.com/"
.prudential,2015,https://whois.nic.prudential/,"Domain Administrator;Prudential Financial, Inc.;751 Broad St;Newark, New Jersey 07102;US;Tel: 01 973 802 6000;Fax: 01 973 367 7121;Email: inet-admin@prudential.com;http://www.prudential.com/"
.pub,2013,https://whois.nic.pub/,"United TLD Holdco Ltd;United TLD Holdco Ltd;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.pwc,2015,https://whois.nic.pwc/,"PricewaterhouseCoopers LLP;1 Embankment Place;London, England WC2N 6RH;GB;Tel: +44 (0)20 7583 5000;Fax: +44 (0)20 7822 4652;Email: pwcnewgtlds@cscinfo.com;http://nic.pwc"
.qpon,2013,https://whois.nic.qpon/,"dotCOOL, Inc;dotCOOL, Inc.;911 Western Ave., Suite 565;Seattle, WA 98104;US;Tel: 1 4254040814;http://www.dotqpon.com"
.quebec,2013,https://whois.nic.quebec/,"Normand Fortier;PointQuébec, Inc.;355 rue Peel, bureau 111;Montréal, Québec H3C 2G9;CA;Tel: (514) 700-0018;Fax: (877) 917-9904;Email: info@pointquebec.org;http://www.registre.quebec"
.quest,2015,https://whois.nic.quest/,"Quest ION Limited;Unit F, 26/F, MG Tower, 133 Hoi Bun Road, Kwun Tong;Kowloon East, n/a n/a;HK;Tel: +852 2263 9145;Fax: +852 2529 8286;Email: ngtld-quest@cscinfo.com;http://www.qigroup.com"
.qvc,2015,http://whois.nic.qvc/,"QVC, Inc.;1200 Wilson Drive, Studio Park, Mail Code 207;West Chester, Pennsylvania 19380;US;Tel: +1 484 701 1000;Fax: +1 484 701 1021;Email: mdadams@mayerbrown.com;http://www.qvc.com"
.racing,2014,https://whois.nic.racing/,"Premier Registry Limited;Premier Registry Limited;6A Queensway;Gibraltar, Gibraltar GX11 1AA;GI;Tel: +350 216 50000;Fax: +350 200 510 71;Email: icanntas17@famousfourmedia.com;www.famousfourmedia.com"
.radio,2016,https://whois.nic.radio/,"European Broadcasting Union (EBU);European Broadcasting Union (EBU);L'Ancienne-Route 17A, Case postale 45;Grand-Saconnex, Geneva 1218;CH;Tel: +41 22 717 2111;Fax: +41 22 747 4000;Email: artero@ebu.ch;http://www.ebu.ch"
.raid,2015,http://whois.nic.raid/,"Johnson Shareholdings, Inc.;1521 Howe Street;Racine, Wisconsin 53403;US;Tel: +1 262 260 2620;http://nic.raid"
.read,2014,https://whois.nic.read/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactread@amazon.com;http://www.nic.read"
.realestate,2015,https://whois.nic.realestate/,"dotRealEstate LLC;3029 Prospect Avenue;Cleveland, Ohio 44115;US;Tel: 1 216 361 1000;www.nic.realestate"
.realtor,2014,http://whois.nic.realtor/,"Real Estate Domains LLC;3029 Prospect Avenue;Cleveland, Ohio 44115;US;Tel: 1 216 361 1000;http://www.nic.realtor"
.realty,2015,http://whois.nic.realty/,"Jay Westerdal;Fegistry, LLC;1845 West Mercer Way;Mercer Island, Washington 98040;US;Tel: +1 206 8665090;Fax: +1 206 8665090;Email: jay@fegistry.com;www.nic.realty"
.recipes,2013,http://whois.nic.recipes/,"Grand Island, LLC;Grand Island, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.red,2013,https://whois.nic.red/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.redstone,2014,https://whois.nic.redstone/,"Redstone Haute Couture Co., Ltd.;18 Floor, Grand Skylight Hotel, No.3024,Shennanzhong Road;Shenzhen, Guangdong 518031;CN;Tel: +86 0755 83689368;Fax: +86 0755 83689668;Email: icann.notices@redstone.com.cn;http://www.iredstone.com/indexen.html"
.redumbrella,2015,https://whois.nic.redumbrella/,"Travelers TLD, LLC;One Tower Square;Hartford, Connecticut 06183;US;Tel: +01 860 277 5150;Email: ngtld-travelers@cscglobal.com;nic.redumbrella"
.rehab,2014,https://whois.nic.rehab/,"United TLD Holdco Ltd.;United TLD Holdco Ltd.;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.reise,2014,https://whois.nic.reise,"Donuts Inc.;Foggy Way, LLC;10500 NE 8th Street, Suite 350;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.reisen,2014,http://whois.nic.reisen/,"Donuts Inc.;New Cypress, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.reit,2014,https://whois.nic.reit/,"National Association of Real Estate Investment Trusts, Inc.;1875 I Street, NW Suite 600;Washington, District of Columbia 20006-5413;US;Tel: +12027399400;http://www.nareit.com/"
.reliance,2015,https://whois.nic.reliance/,"Reliance Industries Limited;3rd Floor, Maker Chambers IV222 Nariman Point;Mumbai, Maharashtra 400021;IN;Tel: +91 22 2278 5000;Fax: +91 22 2278 5110;Email: jyotindra.thacker@ril.com;http://www.ril.com"
.ren,2013,https://whois.nic.ren/,"Beijing Qianxiang Wangjing Technology Development Co., Ltd.;Beijing Qianxiang Wangjing Technology Development Co., Ltd.;North of Building Great Creativity Information Industry Garden, No.18 Jiuxianqiao Middle Road, Chao Yang District;Beijing, Beijing 100016;CN;Tel: 86 10 84481818;Fax: 86 10 64362600;Email: info@nic.ren;http://www.nic.ren/"
.rent,2014,https://whois.nic.rent/,"Grant Carpenter;XYZ.COM LLC;2121 E Tropicana Ave., Ste2;Las Vegas, NV 89119;US;Tel: 1 800 999842;Fax: +1 702 357 8299;Email: hello@gen.xyz;nic.rent"
.rentals,2013,http://whois.nic.rentals/,"Big Hollow,LLC;Big Hollow,LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.repair,2013,http://whois.nic.repair/,"Lone Sunset, LLC;Lone Sunset, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.report,2013,http://whois.nic.report/,"Binky Glen, LLC;Binky Glen, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.republican,2014,https://whois.nic.republican/,"United TLD Holdco Ltd.;United TLD Holdco Ltd.;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.rest,2013,https://whois.nic.rest/,"Aaron Grego;Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable (Punto 2012 S.A.P.I. de C.V.);Juan Escutia, 29 Col. Condesa Mexico;Mexico City, Mexico D.F. 06140;MX;Tel: 52 55 85895544;http://www.nic.rest"
.restaurant,2014,http://whois.nic.restaurant/,"Donuts Inc.;Snow Avenue, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.review,2014,https://whois.nic.review/,"dot Review Limited;dot Review Limited;6A Queensway;Gibraltar, Gibraltar GX11 1AA;GI;Tel: +350 216 50000;Fax: +350 200 510 71;Email: icanntas25@famousfourmedia.com;www.famousfourmedia.com"
.reviews,2013,http://whois.nic.reviews/,"United TLD Holdco Ltd.;One Clarendon Row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.rexroth,2015,http://whois.nic.rexroth/,"Robert Bosch;Robert Bosch Platz 1;Gerlingen-Schillerhoehe, n/a 70839;DE;Tel: +49 711 811-0;Email: ngtld-rexroth@cscinfo.com;http://nic.rexroth"
.rich,2013,https://whois.nic.rich/,"I-REGISTRY Ltd;I-REGISTRY Ltd;Niederlassung Deutschland, Friedrichstr. 90;Berlin, Berlin 10117;DE;Tel: 49 180 5522744;http://www.nic.rich"
.richardli,2015,https://whois.nic.richardli/,".richardli;41/F., PCCW Tower, Taikoo Place, Quarry Bay;Hong Kong, N/A N/A;HK;Tel: +852 2888 2888;Email: gtld@pccw.com;www.nic.richardli"
.ricoh,2014,https://whois.nic.ricoh/,"Ricoh Company, Ltd.;Ricoh Building, 8-13-1 Ginza;Chuo-ku, Tokyo 104-8222;JP;Tel: +81 3 5521 0107;Email: nakagawa_11@brights.jp;http://www.ricoh.co.jp/"
.rightathome,2015,http://whois.nic.rightathome/,"Johnson Shareholdings, Inc.;1521 Howe Street;Racine, Wisconsin 53403;US;Tel: +1 262 260 2620;http://nic.rightathome"
.ril,2015,https://whois.nic.ril/,"Reliance Industries Limited;3rd Floor, Maker Chambers IV222 Nariman Point;Mumbai, Maharashtra 400021;IN;Tel: +91 22 2278 5000;Fax: +91 22 2278 5110;Email: jyotindra.thacker@ril.com;http://www.ril.com"
.rio,2014,http://whois.nic.rio/,"Empresa Municipal de Informática SA - IPLANRIO;Empresa Municipal de Inform‡ática SA - IPLANRIO;Av. Presidente Vargas, 3131 Sala 1204;Rio de Janeiro, Rio de Janeiro 20210-030;BR;Tel: +55 21 3971 1818;Fax: +55 21 3971 1589;Email: gtlds-rio@registro.br;http://www.rio.rj.gov.br/web/iplanrio"
.rip,2014,https://whois.nic.rip/,"United TLD Holdco Ltd.;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.rmit,2015,https://whois.nic.rmit/,"Royal Melbourne Institute of Technology;124 La Trobe Street;Melbourne, Victoria 3000;AU;Tel: +61 3 9925 2000;Fax: +61 3 9925 8757;Email: ngtld-rmit@cscinfo.com;http://www.rmit.edu.au/"
.rocher,2014,https://whois.nic.rocher/,"Ferrero Trading Lux S.A.;Rue de Trèves, Findel Business CenterComplexe B;Findel, Luxembourg L-2632;LU;Tel: +352 349 711 95 06;http://www.nic.rocher"
.rocks,2013,http://whois.nic.rocks/,"United TLD Holdco Ltd.;One Clarendon Row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.rodeo,2013,https://whois.nic.rodeo/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, Leinster 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.rogers,2015,https://whois.nic.rogers/,"Rogers Communications Canada Inc.;333 Bloor Street E;Toronto, ON M4W1G9;CA;Tel: (416) 935-7777;Fax: (416) 935-7627;Email: ngtld-rogers@cscglobal.com;http://nic.rogers"
.room,2014,https://whois.nic.room/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactroom@amazon.com;http://www.nic.room/"
.rsvp,2014,https://whois.nic.rsvp/,"Charleston Road Registry Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.ruhr,2013,https://whois.nic.ruhr/,"regiodot GmbH & Co. KG;regiodot GmbH & Co. KG;Bottroper Straße 20;Essen, Nordrhein-Westfalen 45141;DE;Tel: +49 201 3202571;Email: kontakt@dot.ruhr;http://nic.ruhr"
.run,2015,https://whois.nic.run/,"Donuts Inc.;Snow Park, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.rwe,2015,http://whois.nic.rwe/,"RWE AG;Opernplatz 1;Essen, n/a 45128;DE;Tel: +49 201 12 15788;http://nic.rwe"
.ryukyu,2014,https://whois.nic.ryukyu/,"BusinessRalliart, Inc.;Cerulean Tower;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81354561601;nic.ryukyu"
